Year,Origin County,Dest County,Dest County Na,Returns, Exemptions ,AGI
2004,223,97,Douglas County,288,633,10058
2004,223,45,Carroll County,209,468,9045
2004,223,15,Bartow County,116,288,4212
2004,223,57,Cherokee County,104,232,4198
2004,223,121,Fulton County,71,133,1952
2004,223,135,Gwinnett County,60,131,2416
2004,223,89,De Kalb County,42,73,1314
2004,223,151,Henry County,26,51,395
2004,223,117,Forsyth County,19,36,905
2004,223,63,Clayton County,14,24,365
2004,223,77,Coweta County,14,35,653
2004,247,217,Newton County,880,1916,31166
2004,247,89,De Kalb County,419,842,11954
2004,247,135,Gwinnett County,218,465,8928
2004,247,121,Fulton County,148,240,5934
2004,247,297,Walton County,119,262,6853
2004,247,151,Henry County,115,240,4912
2004,247,67,Cobb County,87,167,3682
2004,247,63,Clayton County,50,101,1652
2004,247,117,Forsyth County,20,51,1490
2004,247,57,Cherokee County,19,46,1098
2004,247,13,Barrow County,17,40,800
2004,247,113,Fayette County,17,43,1397
2004,247,45,Carroll County,16,26,531
2004,247,77,Coweta County,15,28,567
2004,247,139,Hall County,11,24,605
2004,247,223,Paulding County,10,23,385
2004,255,151,Henry County,206,471,6006
2004,255,63,Clayton County,164,354,4018
2004,255,113,Fayette County,68,141,2807
2004,255,121,Fulton County,55,101,1514
2004,255,77,Coweta County,48,104,1567
2004,255,89,De Kalb County,31,58,724
2004,255,135,Gwinnett County,30,55,1048
2004,255,67,Cobb County,22,40,578
2004,255,45,Carroll County,15,26,265
2004,255,97,Douglas County,11,22,371
2004,255,57,Cherokee County,10,21,311
2004,297,135,Gwinnett County,303,637,11915
2004,297,217,Newton County,146,362,4841
2004,297,13,Barrow County,106,257,3432
2004,297,247,Rockdale County,65,148,2040
2004,297,89,De Kalb County,59,114,1777
2004,297,121,Fulton County,45,81,1081
2004,297,139,Hall County,22,44,805
2004,297,151,Henry County,14,25,360
2004,297,67,Cobb County,13,21,444
2004,297,63,Clayton County,12,18,312
2004,297,117,Forsyth County,12,26,639
2005,13,135,Gwinnett County,397,821,14869
2005,13,297,Walton County,104,237,3663
2005,13,139,Hall County,81,170,1955
2005,13,89,De Kalb County,41,73,1355
2005,13,121,Fulton County,34,63,1289
2005,13,67,Cobb County,16,29,535
2005,13,117,Forsyth County,15,24,619
2005,13,57,Cherokee County,11,20,414
2005,13,217,Newton County,11,21,367
2005,15,67,Cobb County,429,845,12894
2005,15,57,Cherokee County,169,362,6466
2005,15,223,Paulding County,166,399,6965
2005,15,121,Fulton County,67,114,2979
2005,15,135,Gwinnett County,29,50,799
2005,15,89,De Kalb County,28,50,1101
2005,15,97,Douglas County,20,36,646
2005,15,45,Carroll County,18,36,687
2005,15,117,Forsyth County,17,32,996
2005,15,151,Henry County,10,22,685
2005,45,97,Douglas County,371,789,14237
2005,45,223,Paulding County,148,339,5700
2005,45,67,Cobb County,144,264,4957
2005,45,121,Fulton County,98,181,2719
2005,45,89,De Kalb County,73,108,2193
2005,45,77,Coweta County,62,142,2737
2005,45,135,Gwinnett County,40,64,1102
2005,45,15,Bartow County,27,60,766
2005,45,151,Henry County,26,48,713
2005,45,57,Cherokee County,23,45,867
2005,45,63,Clayton County,20,33,470
2005,45,113,Fayette County,13,27,1437
2005,45,139,Hall County,13,23,489
2005,45,117,Forsyth County,11,18,369
2005,45,217,Newton County,10,17,220
2005,57,67,Cobb County,1227,2314,51830
2005,57,121,Fulton County,512,946,36451
2005,57,15,Bartow County,244,560,9240
2005,57,223,Paulding County,170,364,8245
2005,57,135,Gwinnett County,165,308,7019
2005,57,117,Forsyth County,161,343,9460
2005,57,89,De Kalb County,96,150,3942
2005,57,139,Hall County,45,82,2234
2005,57,97,Douglas County,27,50,1195
2005,57,45,Carroll County,20,35,677
2005,57,77,Coweta County,18,40,1080
2005,57,151,Henry County,17,29,863
2005,57,63,Clayton County,13,23,381
2005,57,113,Fayette County,12,35,880
2005,57,217,Newton County,10,18,337
2005,63,121,Fulton County,2487,5306,65287
2005,63,151,Henry County,2144,4810,80031
2005,63,89,De Kalb County,1036,2135,26622
2005,63,113,Fayette County,622,1473,25944
2005,63,67,Cobb County,445,845,11929
2005,63,135,Gwinnett County,375,782,11610
2005,63,77,Coweta County,256,585,10416
2005,63,255,Spalding County,217,527,6693
2005,63,97,Douglas County,175,387,5896
2005,63,217,Newton County,82,167,2607
2005,63,247,Rockdale County,78,172,2498
2005,63,45,Carroll County,44,99,1475
2005,63,223,Paulding County,41,101,1660
2005,63,57,Cherokee County,39,88,2440
2005,63,117,Forsyth County,30,55,1646
2005,63,297,Walton County,29,61,943
2005,63,139,Hall County,20,34,593
2005,63,15,Bartow County,19,34,637
2005,63,13,Barrow County,16,36,588
2005,67,121,Fulton County,4089,6876,211599
2005,67,57,Cherokee County,2283,4555,116960
2005,67,223,Paulding County,2150,4758,95408
2005,67,89,De Kalb County,1605,2651,63183
2005,67,97,Douglas County,1369,3049,46491
2005,67,135,Gwinnett County,1083,2117,48767
2005,67,15,Bartow County,585,1226,22752
2005,67,63,Clayton County,375,781,9886
2005,67,117,Forsyth County,297,585,20883
2005,67,45,Carroll County,251,526,9636
2005,67,151,Henry County,199,431,9855
2005,67,113,Fayette County,128,260,8319
2005,67,77,Coweta County,114,222,6793
2005,67,139,Hall County,92,173,6082
2005,67,247,Rockdale County,80,150,3322
2005,67,217,Newton County,55,119,2279
2005,67,297,Walton County,36,62,1336
2005,67,255,Spalding County,26,53,758
2005,67,13,Barrow County,19,35,938
2005,77,113,Fayette County,274,656,14008
2005,77,121,Fulton County,244,445,8022
2005,77,151,Henry County,86,171,3385
2005,77,63,Clayton County,85,159,2272
2005,77,45,Carroll County,69,130,2420
2005,77,67,Cobb County,60,98,2629
2005,77,89,De Kalb County,59,92,1962
2005,77,135,Gwinnett County,54,104,2271
2005,77,255,Spalding County,45,107,1562
2005,77,97,Douglas County,35,79,1217
2005,77,57,Cherokee County,17,49,1314
2005,77,117,Forsyth County,14,31,1155
2005,77,217,Newton County,13,30,589
2005,77,223,Paulding County,11,20,380
2005,89,121,Fulton County,7314,12424,341710
2005,89,135,Gwinnett County,5864,12581,214439
2005,89,67,Cobb County,1965,3415,85172
2005,89,63,Clayton County,1456,3189,38342
2005,89,247,Rockdale County,940,2135,35249
2005,89,217,Newton County,781,1775,28040
2005,89,151,Henry County,754,1630,31817
2005,89,97,Douglas County,267,530,9689
2005,89,117,Forsyth County,229,408,15445
2005,89,57,Cherokee County,208,352,10681
2005,89,297,Walton County,169,367,7053
2005,89,139,Hall County,142,265,8189
2005,89,113,Fayette County,107,238,6864
2005,89,223,Paulding County,100,202,3690
2005,89,77,Coweta County,89,173,3950
2005,89,13,Barrow County,84,165,2365
2005,89,45,Carroll County,73,149,2237
2005,89,15,Bartow County,39,81,1987
2005,89,255,Spalding County,23,37,523
2005,97,67,Cobb County,762,1529,24234
2005,97,45,Carroll County,561,1225,22069
2005,97,121,Fulton County,445,831,15253
2005,97,223,Paulding County,390,911,14517
2005,97,89,De Kalb County,136,256,4183
2005,97,135,Gwinnett County,105,197,3737
2005,97,63,Clayton County,86,167,2421
2005,97,151,Henry County,49,105,1910
2005,97,77,Coweta County,38,67,1535
2005,97,113,Fayette County,33,74,1544
2005,97,15,Bartow County,30,61,801
2005,97,57,Cherokee County,30,65,1476
2005,97,297,Walton County,16,27,512
2005,97,139,Hall County,11,21,319
2005,97,217,Newton County,10,19,223
2005,97,247,Rockdale County,10,23,318
2005,113,77,Coweta County,564,1117,26895
2005,113,121,Fulton County,361,645,14135
2005,113,63,Clayton County,239,489,7169
2005,113,151,Henry County,178,370,10826
2005,113,67,Cobb County,130,208,6728
2005,113,89,De Kalb County,112,169,5236
2005,113,255,Spalding County,56,106,1642
2005,113,135,Gwinnett County,53,117,3127
2005,113,97,Douglas County,35,63,1404
2005,113,57,Cherokee County,25,45,1092
2005,113,45,Carroll County,19,28,590
2005,113,117,Forsyth County,16,35,1637
2005,113,223,Paulding County,14,33,528
2005,113,217,Newton County,13,29,656
2005,113,139,Hall County,12,17,223
2005,113,297,Walton County,10,18,455
2005,117,121,Fulton County,476,811,34525
2005,117,135,Gwinnett County,315,610,16742
2005,117,139,Hall County,228,512,11106
2005,117,57,Cherokee County,176,414,10607
2005,117,89,De Kalb County,113,189,7427
2005,117,67,Cobb County,99,178,5624
2005,117,13,Barrow County,21,36,922
2005,117,297,Walton County,16,35,874
2005,117,151,Henry County,15,38,911
2005,117,97,Douglas County,11,25,398
2005,117,113,Fayette County,11,24,228
2005,121,89,De Kalb County,7511,12871,321460
2005,121,67,Cobb County,4474,7880,221670
2005,121,63,Clayton County,3092,7054,74137
2005,121,135,Gwinnett County,2562,4848,125284
2005,121,117,Forsyth County,1493,3184,117099
2005,121,57,Cherokee County,1203,2325,71713
2005,121,97,Douglas County,689,1449,23500
2005,121,151,Henry County,549,1158,20908
2005,121,113,Fayette County,398,899,20939
2005,121,77,Coweta County,388,800,16220
2005,121,139,Hall County,197,367,13821
2005,121,223,Paulding County,195,419,7968
2005,121,247,Rockdale County,144,303,4906
2005,121,217,Newton County,124,253,3772
2005,121,45,Carroll County,97,188,3651
2005,121,255,Spalding County,65,144,1703
2005,121,297,Walton County,54,100,2315
2005,121,13,Barrow County,53,95,1902
2005,121,15,Bartow County,50,98,2172
2005,135,89,De Kalb County,3441,6511,120615
2005,135,121,Fulton County,2648,4699,140323
2005,135,13,Barrow County,1048,2231,42418
2005,135,67,Cobb County,1005,1864,41685
2005,135,297,Walton County,979,2094,47984
2005,135,139,Hall County,912,1911,60104
2005,135,117,Forsyth County,682,1546,49529
2005,135,63,Clayton County,259,547,7842
2005,135,57,Cherokee County,246,521,13079
2005,135,217,Newton County,228,478,9453
2005,135,247,Rockdale County,217,425,7240
2005,135,151,Henry County,199,410,8216
2005,135,97,Douglas County,117,258,5363
2005,135,223,Paulding County,98,207,3692
2005,135,113,Fayette County,84,199,4535
2005,135,77,Coweta County,73,144,3658
2005,135,45,Carroll County,69,157,3116
2005,135,15,Bartow County,50,89,2015
2005,135,255,Spalding County,19,35,878
2005,139,135,Gwinnett County,572,1187,23128
2005,139,117,Forsyth County,187,382,8383
2005,139,121,Fulton County,155,231,16128
2005,139,13,Barrow County,112,262,4421
2005,139,89,De Kalb County,92,159,3623
2005,139,67,Cobb County,72,122,2680
2005,139,57,Cherokee County,34,66,1538
2005,139,297,Walton County,20,41,501
2005,139,151,Henry County,19,50,686
2005,139,217,Newton County,17,27,690
2005,139,63,Clayton County,13,22,257
2005,139,45,Carroll County,10,22,174
2005,139,77,Coweta County,10,11,253
2005,139,223,Paulding County,10,19,275
2005,139,247,Rockdale County,10,21,331
2005,151,63,Clayton County,846,1773,23909
2005,151,121,Fulton County,366,692,13539
2005,151,89,De Kalb County,334,616,12361
2005,151,255,Spalding County,251,592,8323
2005,151,67,Cobb County,182,306,8162
2005,151,135,Gwinnett County,159,308,6535
2005,151,113,Fayette County,157,360,11197
2005,151,77,Coweta County,130,297,6871
2005,151,217,Newton County,113,201,3586
2005,151,247,Rockdale County,89,202,3957
2005,151,97,Douglas County,45,105,3732
2005,151,57,Cherokee County,43,90,2301
2005,151,117,Forsyth County,35,63,1741
2005,151,45,Carroll County,33,66,1163
2005,151,297,Walton County,32,72,2172
2005,151,223,Paulding County,31,77,1244
2005,151,139,Hall County,25,42,1524
2005,151,15,Bartow County,14,33,473
2005,151,13,Barrow County,12,18,299
2005,217,247,Rockdale County,505,1183,16006
2005,217,89,De Kalb County,240,476,6252
2005,217,297,Walton County,194,486,7888
2005,217,135,Gwinnett County,114,250,5870
2005,217,121,Fulton County,108,194,3341
2005,217,151,Henry County,93,222,3891
2005,217,63,Clayton County,48,100,1295
2005,217,67,Cobb County,43,77,1335
2005,217,13,Barrow County,15,37,497
2005,217,97,Douglas County,14,25,417
2005,217,117,Forsyth County,13,28,667
2005,217,255,Spalding County,13,28,385
2005,217,57,Cherokee County,12,32,628
2005,217,139,Hall County,12,26,435
2005,217,77,Coweta County,11,21,308
2005,223,67,Cobb County,846,1798,35039
2005,223,97,Douglas County,331,753,13192
2005,223,45,Carroll County,203,509,7248
2005,223,121,Fulton County,130,227,5123
2005,223,57,Cherokee County,128,265,5791
2005,223,15,Bartow County,104,220,3013
2005,223,135,Gwinnett County,51,100,2242
2005,223,89,De Kalb County,47,86,1694
2005,223,63,Clayton County,29,49,833
2005,223,77,Coweta County,21,45,924
2005,223,151,Henry County,20,41,896
2005,223,117,Forsyth County,17,37,1026
2005,223,113,Fayette County,10,19,332
2005,247,217,Newton County,855,1917,32686
2005,247,89,De Kalb County,426,862,13114
2005,247,135,Gwinnett County,240,487,10351
2005,247,121,Fulton County,153,271,6556
2005,247,297,Walton County,136,313,6634
2005,247,151,Henry County,98,230,4739
2005,247,67,Cobb County,90,161,4207
2005,247,63,Clayton County,69,138,1703
2005,247,117,Forsyth County,26,59,1715
2005,247,57,Cherokee County,22,43,965
2005,247,97,Douglas County,20,40,883
2005,247,113,Fayette County,17,42,1931
2005,247,223,Paulding County,13,24,564
2005,247,13,Barrow County,12,20,427
2005,247,77,Coweta County,12,27,715
2005,255,151,Henry County,241,547,6390
2005,255,63,Clayton County,181,429,4694
2005,255,121,Fulton County,55,110,1495
2005,255,113,Fayette County,44,95,1916
2005,255,77,Coweta County,39,96,1382
2005,255,135,Gwinnett County,26,33,641
2005,255,89,De Kalb County,25,57,506
2005,255,67,Cobb County,23,37,921
2005,255,217,Newton County,13,27,228
2005,297,135,Gwinnett County,350,705,12610
2005,297,217,Newton County,161,384,4989
2005,297,13,Barrow County,129,293,4048
2005,297,89,De Kalb County,68,131,2139
2005,297,247,Rockdale County,58,131,1556
2005,297,121,Fulton County,36,50,1140
2005,297,67,Cobb County,28,57,1052
2005,297,139,Hall County,27,68,1063
2005,297,151,Henry County,16,39,652
2005,297,63,Clayton County,11,30,415
2005,297,117,Forsyth County,11,22,545
2006,13,135,Gwinnett County,461,920,16008
2006,13,297,Walton County,122,309,4420
2006,13,139,Hall County,73,143,2833
2006,13,89,De Kalb County,51,91,1512
2006,13,121,Fulton County,44,70,1764
2006,13,117,Forsyth County,23,45,1118
2006,13,67,Cobb County,20,37,718
2006,13,217,Newton County,14,26,491
2006,13,63,Clayton County,13,30,342
2006,15,67,Cobb County,380,735,14239
2006,15,57,Cherokee County,200,437,7891
2006,15,223,Paulding County,133,328,5189
2006,15,121,Fulton County,59,105,1641
2006,15,89,De Kalb County,40,64,1192
2006,15,135,Gwinnett County,32,54,958
2006,15,97,Douglas County,23,42,600
2006,15,45,Carroll County,21,49,672
2006,15,63,Clayton County,14,31,444
2006,15,139,Hall County,13,40,489
2006,15,117,Forsyth County,12,21,525
2006,15,151,Henry County,10,24,632
2006,45,97,Douglas County,378,825,13791
2006,45,223,Paulding County,180,408,6225
2006,45,67,Cobb County,171,307,4970
2006,45,121,Fulton County,108,157,3381
2006,45,77,Coweta County,79,166,2362
2006,45,135,Gwinnett County,56,96,1687
2006,45,89,De Kalb County,53,79,1332
2006,45,63,Clayton County,25,41,678
2006,45,57,Cherokee County,22,43,702
2006,45,15,Bartow County,20,41,486
2006,45,151,Henry County,17,28,635
2006,45,117,Forsyth County,14,33,586
2006,45,113,Fayette County,13,24,391
2006,45,139,Hall County,12,23,280
2006,57,67,Cobb County,1310,2447,59129
2006,57,121,Fulton County,534,896,26806
2006,57,15,Bartow County,253,538,9332
2006,57,223,Paulding County,177,378,8035
2006,57,117,Forsyth County,161,356,12312
2006,57,135,Gwinnett County,142,265,6692
2006,57,89,De Kalb County,117,178,4115
2006,57,139,Hall County,46,99,1987
2006,57,45,Carroll County,30,60,790
2006,57,97,Douglas County,30,58,1080
2006,57,151,Henry County,25,47,1225
2006,57,63,Clayton County,21,42,725
2006,57,77,Coweta County,19,43,919
2006,57,13,Barrow County,18,33,693
2006,57,113,Fayette County,11,32,883
2006,63,121,Fulton County,2611,5699,68535
2006,63,151,Henry County,2188,5081,80731
2006,63,89,De Kalb County,1114,2360,29171
2006,63,113,Fayette County,569,1384,26194
2006,63,67,Cobb County,468,941,14950
2006,63,135,Gwinnett County,391,852,11481
2006,63,77,Coweta County,256,552,10521
2006,63,255,Spalding County,240,519,7735
2006,63,97,Douglas County,193,392,5972
2006,63,247,Rockdale County,88,186,3039
2006,63,217,Newton County,84,191,3012
2006,63,223,Paulding County,64,128,2594
2006,63,45,Carroll County,52,96,1365
2006,63,57,Cherokee County,41,88,1898
2006,63,139,Hall County,27,48,674
2006,63,117,Forsyth County,24,53,1258
2006,63,15,Bartow County,23,43,804
2006,63,297,Walton County,17,35,611
2006,67,121,Fulton County,4264,7199,225883
2006,67,223,Paulding County,2314,5068,102357
2006,67,57,Cherokee County,2207,4426,116021
2006,67,89,De Kalb County,1714,2768,71291
2006,67,97,Douglas County,1248,2877,41176
2006,67,135,Gwinnett County,1072,2113,45904
2006,67,15,Bartow County,579,1199,24905
2006,67,63,Clayton County,396,793,10307
2006,67,117,Forsyth County,305,643,23591
2006,67,45,Carroll County,243,520,10397
2006,67,151,Henry County,171,339,8129
2006,67,77,Coweta County,99,208,6576
2006,67,139,Hall County,88,178,5220
2006,67,113,Fayette County,82,160,4051
2006,67,217,Newton County,59,129,2182
2006,67,247,Rockdale County,54,101,1650
2006,67,297,Walton County,42,95,1806
2006,67,13,Barrow County,31,58,1045
2006,67,255,Spalding County,30,65,1041
2006,77,121,Fulton County,314,611,11530
2006,77,113,Fayette County,261,617,14262
2006,77,63,Clayton County,101,191,2614
2006,77,45,Carroll County,80,146,2169
2006,77,67,Cobb County,80,141,3515
2006,77,151,Henry County,80,170,2985
2006,77,89,De Kalb County,60,105,2260
2006,77,135,Gwinnett County,60,122,2845
2006,77,255,Spalding County,44,78,1502
2006,77,97,Douglas County,31,45,1129
2006,77,223,Paulding County,21,49,1053
2006,77,117,Forsyth County,19,51,1214
2006,77,15,Bartow County,12,25,609
2006,77,57,Cherokee County,12,24,652
2006,77,139,Hall County,10,17,497
2006,89,121,Fulton County,7546,12883,368544
2006,89,135,Gwinnett County,5691,12305,212223
2006,89,67,Cobb County,1928,3353,86480
2006,89,63,Clayton County,1474,3197,39155
2006,89,247,Rockdale County,925,2145,34442
2006,89,151,Henry County,825,1821,32466
2006,89,217,Newton County,806,1868,28473
2006,89,97,Douglas County,280,582,9262
2006,89,117,Forsyth County,263,518,18688
2006,89,57,Cherokee County,213,352,11181
2006,89,297,Walton County,152,355,5930
2006,89,139,Hall County,116,191,5385
2006,89,113,Fayette County,112,255,6603
2006,89,223,Paulding County,108,202,4499
2006,89,13,Barrow County,81,174,3267
2006,89,77,Coweta County,70,121,3816
2006,89,45,Carroll County,55,102,1739
2006,89,15,Bartow County,38,68,1346
2006,89,255,Spalding County,37,83,874
2006,97,67,Cobb County,744,1501,24552
2006,97,45,Carroll County,588,1271,21157
2006,97,121,Fulton County,526,995,18311
2006,97,223,Paulding County,431,931,15332
2006,97,89,De Kalb County,152,279,4761
2006,97,135,Gwinnett County,121,228,4234
2006,97,63,Clayton County,103,203,2653
2006,97,151,Henry County,43,93,1787
2006,97,57,Cherokee County,40,96,1896
2006,97,77,Coweta County,37,92,1615
2006,97,113,Fayette County,31,64,1297
2006,97,15,Bartow County,29,63,687
2006,97,117,Forsyth County,21,37,1246
2006,97,247,Rockdale County,20,47,625
2006,97,217,Newton County,16,29,436
2006,97,139,Hall County,14,33,747
2006,97,13,Barrow County,11,19,333
2006,113,77,Coweta County,634,1330,40644
2006,113,121,Fulton County,447,761,22446
2006,113,63,Clayton County,265,574,7624
2006,113,151,Henry County,192,376,8249
2006,113,67,Cobb County,134,197,5878
2006,113,89,De Kalb County,125,191,5809
2006,113,135,Gwinnett County,88,174,4054
2006,113,255,Spalding County,87,169,3199
2006,113,97,Douglas County,32,70,1220
2006,113,57,Cherokee County,27,69,1996
2006,113,45,Carroll County,25,42,841
2006,113,117,Forsyth County,22,35,1188
2006,113,139,Hall County,16,33,924
2006,113,223,Paulding County,14,23,731
2006,117,121,Fulton County,606,1037,44659
2006,117,135,Gwinnett County,322,602,19202
2006,117,139,Hall County,228,494,15674
2006,117,57,Cherokee County,220,481,13585
2006,117,89,De Kalb County,132,199,6503
2006,117,67,Cobb County,120,205,7745
2006,117,13,Barrow County,18,38,911
2006,117,297,Walton County,18,29,643
2006,117,223,Paulding County,17,36,1031
2006,117,15,Bartow County,14,28,570
2006,117,63,Clayton County,14,30,390
2006,117,77,Coweta County,14,29,811
2006,117,45,Carroll County,12,17,330
2006,117,151,Henry County,12,24,494
2006,121,89,De Kalb County,7184,12292,320507
2006,121,67,Cobb County,4311,7623,246796
2006,121,63,Clayton County,2929,6657,71228
2006,121,135,Gwinnett County,2531,4651,123534
2006,121,117,Forsyth County,1481,3206,114225
2006,121,57,Cherokee County,1088,2113,69766
2006,121,97,Douglas County,648,1394,21998
2006,121,151,Henry County,446,926,16985
2006,121,113,Fayette County,395,865,20886
2006,121,77,Coweta County,357,752,15158
2006,121,223,Paulding County,211,443,7923
2006,121,139,Hall County,194,338,16391
2006,121,247,Rockdale County,158,303,5586
2006,121,217,Newton County,128,271,5090
2006,121,45,Carroll County,115,202,3918
2006,121,15,Bartow County,58,108,2563
2006,121,297,Walton County,50,82,2074
2006,121,255,Spalding County,46,97,1436
2006,121,13,Barrow County,44,97,1959
2006,135,89,De Kalb County,3577,6820,127922
2006,135,121,Fulton County,2911,5117,156375
2006,135,67,Cobb County,1051,2019,46496
2006,135,139,Hall County,1041,2225,59878
2006,135,13,Barrow County,996,2155,41179
2006,135,297,Walton County,988,2190,53213
2006,135,117,Forsyth County,742,1673,54338
2006,135,63,Clayton County,298,607,8150
2006,135,57,Cherokee County,288,588,13724
2006,135,217,Newton County,240,499,8154
2006,135,151,Henry County,206,397,7986
2006,135,247,Rockdale County,196,401,7321
2006,135,97,Douglas County,138,277,5108
2006,135,223,Paulding County,128,265,5789
2006,135,77,Coweta County,76,155,3636
2006,135,113,Fayette County,72,150,5042
2006,135,45,Carroll County,47,79,1904
2006,135,15,Bartow County,38,77,1383
2006,135,255,Spalding County,21,40,692
2006,139,135,Gwinnett County,567,1152,22257
2006,139,117,Forsyth County,186,385,7750
2006,139,121,Fulton County,164,262,7696
2006,139,13,Barrow County,110,230,4130
2006,139,89,De Kalb County,94,148,5083
2006,139,67,Cobb County,58,101,2239
2006,139,57,Cherokee County,46,82,1901
2006,139,63,Clayton County,20,47,504
2006,139,151,Henry County,20,24,556
2006,139,297,Walton County,18,40,684
2006,139,77,Coweta County,12,27,493
2006,139,97,Douglas County,12,22,192
2006,139,223,Paulding County,12,26,565
2006,139,217,Newton County,11,26,322
2006,139,247,Rockdale County,11,19,171
2006,139,45,Carroll County,10,22,254
2006,151,63,Clayton County,948,1994,27627
2006,151,121,Fulton County,547,1000,20333
2006,151,89,De Kalb County,412,740,13946
2006,151,255,Spalding County,307,672,11238
2006,151,67,Cobb County,198,352,9624
2006,151,135,Gwinnett County,189,388,7603
2006,151,113,Fayette County,168,368,7609
2006,151,77,Coweta County,126,262,5617
2006,151,247,Rockdale County,109,244,4481
2006,151,217,Newton County,100,239,4165
2006,151,57,Cherokee County,54,102,2621
2006,151,97,Douglas County,37,74,1527
2006,151,223,Paulding County,33,73,1405
2006,151,45,Carroll County,32,60,1097
2006,151,117,Forsyth County,29,66,1492
2006,151,297,Walton County,28,62,1510
2006,151,139,Hall County,21,53,1098
2006,151,13,Barrow County,16,38,632
2006,151,15,Bartow County,13,33,1038
2006,217,247,Rockdale County,548,1237,17725
2006,217,89,De Kalb County,266,552,7805
2006,217,297,Walton County,191,462,8330
2006,217,135,Gwinnett County,165,361,6985
2006,217,121,Fulton County,125,229,4025
2006,217,151,Henry County,122,293,5396
2006,217,67,Cobb County,71,133,2550
2006,217,63,Clayton County,50,113,1166
2006,217,13,Barrow County,22,53,840
2006,217,97,Douglas County,16,37,511
2006,217,45,Carroll County,13,21,504
2006,217,117,Forsyth County,11,22,475
2006,217,139,Hall County,11,33,448
2006,217,223,Paulding County,11,32,486
2006,217,113,Fayette County,10,22,477
2006,223,67,Cobb County,895,1795,36901
2006,223,97,Douglas County,354,821,13218
2006,223,45,Carroll County,189,432,7309
2006,223,121,Fulton County,150,277,6432
2006,223,57,Cherokee County,140,281,5722
2006,223,15,Bartow County,137,293,4827
2006,223,135,Gwinnett County,79,157,3234
2006,223,89,De Kalb County,55,96,2252
2006,223,63,Clayton County,28,63,732
2006,223,77,Coweta County,17,35,710
2006,223,117,Forsyth County,16,22,572
2006,223,151,Henry County,16,42,580
2006,223,139,Hall County,11,19,528
2006,247,217,Newton County,849,1900,33542
2006,247,89,De Kalb County,422,867,20225
2006,247,135,Gwinnett County,217,433,9095
2006,247,297,Walton County,166,370,9114
2006,247,121,Fulton County,162,285,5348
2006,247,151,Henry County,146,319,5924
2006,247,67,Cobb County,81,149,4142
2006,247,63,Clayton County,68,128,1589
2006,247,57,Cherokee County,28,55,1369
2006,247,13,Barrow County,24,45,893
2006,247,117,Forsyth County,20,59,1415
2006,247,223,Paulding County,14,35,511
2006,247,255,Spalding County,14,36,417
2006,247,97,Douglas County,12,22,538
2006,247,139,Hall County,12,22,565
2006,247,77,Coweta County,11,26,523
2006,255,151,Henry County,228,498,6510
2006,255,63,Clayton County,143,340,3466
2006,255,113,Fayette County,66,145,2731
2006,255,121,Fulton County,61,136,2375
2006,255,77,Coweta County,48,101,1609
2006,255,89,De Kalb County,35,71,1056
2006,255,67,Cobb County,26,50,1183
2006,255,135,Gwinnett County,23,50,798
2006,255,217,Newton County,13,23,425
2006,255,45,Carroll County,11,30,252
2006,297,135,Gwinnett County,397,786,15632
2006,297,13,Barrow County,144,335,4357
2006,297,217,Newton County,143,343,5225
2006,297,89,De Kalb County,84,154,2359
2006,297,247,Rockdale County,68,150,1959
2006,297,121,Fulton County,67,93,2428
2006,297,67,Cobb County,30,46,1198
2006,297,139,Hall County,20,39,716
2006,297,151,Henry County,17,36,686
2006,297,223,Paulding County,12,22,548
2006,297,63,Clayton County,11,18,314
2006,297,117,Forsyth County,11,30,376
2007,13,135,Gwinnett County,456,947,16658
2007,13,297,Walton County,115,270,3904
2007,13,139,Hall County,84,176,3113
2007,13,121,Fulton County,51,89,1987
2007,13,89,De Kalb County,45,64,1672
2007,13,67,Cobb County,22,37,751
2007,13,117,Forsyth County,17,33,737
2007,13,217,Newton County,12,31,393
2007,13,57,Cherokee County,11,20,482
2007,15,67,Cobb County,376,719,13545
2007,15,57,Cherokee County,183,368,6722
2007,15,223,Paulding County,139,318,5356
2007,15,121,Fulton County,67,104,2673
2007,15,135,Gwinnett County,34,66,1158
2007,15,89,De Kalb County,26,37,668
2007,15,45,Carroll County,24,52,2187
2007,15,97,Douglas County,22,45,570
2007,15,63,Clayton County,12,17,270
2007,15,117,Forsyth County,10,20,398
2007,15,139,Hall County,10,20,584
2007,15,151,Henry County,10,18,293
2007,45,97,Douglas County,365,778,11586
2007,45,223,Paulding County,178,407,6953
2007,45,67,Cobb County,144,271,5237
2007,45,121,Fulton County,117,203,3742
2007,45,77,Coweta County,76,165,3160
2007,45,89,De Kalb County,69,109,1966
2007,45,135,Gwinnett County,43,74,1155
2007,45,63,Clayton County,37,72,917
2007,45,57,Cherokee County,28,68,1047
2007,45,151,Henry County,22,40,812
2007,45,15,Bartow County,16,26,403
2007,45,113,Fayette County,16,38,767
2007,45,117,Forsyth County,10,27,452
2007,45,297,Walton County,10,20,416
2007,57,67,Cobb County,1334,2431,57252
2007,57,121,Fulton County,600,1019,33177
2007,57,15,Bartow County,256,559,10001
2007,57,117,Forsyth County,182,427,10780
2007,57,135,Gwinnett County,172,352,6997
2007,57,223,Paulding County,147,324,7005
2007,57,89,De Kalb County,135,200,5827
2007,57,139,Hall County,54,127,2519
2007,57,97,Douglas County,41,85,1523
